Date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,DOW,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MA,MCD,MMM,MRK,MSFT,NKE,PG,T,TRV,UNH,WBA,WMT
2016-02-07,-0.0288658773079864,-0.0503500575350434,0.008971830694518124,0.020227879211568656,0.062339312239713784,-0.14031736085266278,-0.03783127927220964,-0.04151699459297353,-0.020037549147590816,0.004897316082624089,-0.031505440946136165,-0.07418907548670972,-0.010368321519244605,0.030291009329962426,-0.055590039171107386,-0.037341957864690634,-0.029411800544801747,-0.011183487463466202,-0.07042556984555626,-0.06770062455794612,0.016357571496232293,-0.025458973684368225,-0.08949013885615076,-0.07805216422353933,-0.0059983999807355914,0.022739878808291758,-0.0070064584464311075,-0.02987141235706159,-0.0566986257099521,0.00964405993434525
2016-02-14,-0.0003189586041126846,0.004732075322870788,-0.024453203187167483,-0.10545651193706129,-0.044918375725834014,0.01999661625715654,0.09698568977124888,0.030766837092319532,-0.02928637009660784,0.004897316082624089,-0.06608280646833409,-0.0009448108141503209,0.013218425177843551,-0.04895117318509956,-0.013774129266063362,0.012731069304671827,-0.0045021159010995015,0.015786956570903232,0.02573684711182045,0.021923572503681932,0.010441034116582815,-0.007087741786137136,0.006778440667436492,-0.013118685418617493,-0.002586224203509957,-0.011117024886275084,0.01128991692416692,0.0008949988657918073,0.024999875132891036,-0.012238631928101373
2016-02-21,0.02181092828808251,0.037313475693093956,0.03892873254189544,0.0601124569789786,0.035946122218144305,0.04121982359070642,0.057347351043525174,0.025367769356189784,0.042347712171510565,0.004897316082624089,0.005337572083117692,0.046165876447362475,0.0366255706963623,0.09947127236630848,0.002444197511300983,0.030395430712204075,0.005740014936461035,0.01530968500546015,0.02238227942816029,-0.011871170444330281,0.016173087775000372,0.022231298763099927,0.03350631003758142,0.05122293216228346,0.00987762548369342,0.0027420458947293724,0.005581897537902503,0.05240577687832171,0.01107944752557799,-0.022967488143446624
2016-02-28,0.00905877517326692,-0.01678677995753719,0.012246656185042282,0.02605066496856323,0.02216454803331369,0.12198265055531032,-0.005272795829943777,-0.02485552580845607,0.003157502940077217,0.004897316082624089,0.02273504436870888,0.03755464377051543,-0.03406164006557377,-0.00788988787719791,0.037965637523293294,0.015553102968140609,-0.004842358078226194,-0.014393465534549454,0.008987166978211558,0.012158050729250247,0.011633410392852594,0.010375115903634935,-0.01003498885258125,0.05547145963363609,-0.008435596996727468,0.015312969056535897,0.003422953443791954,0.03101613780476331,0.02578307403414315,0.028611010289409267
2016-03-06,0.06294490424675314,-0.010975333421858857,0.052545929481333964,0.024627534524374495,0.08927769631644145,0.019219683224743322,0.0147669769078429,0.042442389772540334,0.03325988987893869,0.004897316082624089,0.048395389925444565,-0.005544216851831707,0.04969423285076302,0.04370215208199757,0.02785253608292315,0.006806493680553638,0.04362160639484092,0.02248499259145187,0.028319918934778032,0.0010251934143676866,0.01137288197198294,0.028436174339521614,0.014230089122124978,-0.018883034391061093,0.0294692564752983,0.021545995477288526,0.017886917315931727,0.0038736928239710977,-0.0015083376198334886,0.004059430921563134
2016-03-13,-0.007280698615914738,-0.009658786443801914,0.020071806015147464,0.02940457324795176,-0.000549153139089098,0.008021386355300919,0.03955225519641403,0.0756282308813292,-0.005483276847301766,0.004897316082624089,-0.018489882929111356,0.028722392815930586,0.008136744933787021,0.033091324182007664,0.0368917995139193,0.011361535830341829,-0.011823402359020907,0.03270218593398444,-0.016324149819044176,0.03729304543835177,0.01130742521613648,0.030441925461165864,0.019988491577376255,-0.019261965902766742,-0.02084070990488396,0.011336706374113437,0.03506622324294528,0.031332236546305126,0.02467014380247723,0.013286460377421871
2016-03-20,0.03579086989983837,0.006501486925955424,0.029599934789604765,0.0748615039148719,0.036676143823314744,0.014239903833198397,0.016870017973391827,0.032882218543702324,0.012864909246528056,0.004897316082624089,0.023775411856154838,0.022497212152136292,0.028157604326966235,0.033225880069689406,0.02896709704733147,-0.0019498014095800098,0.019211186514530132,0.008849400308761801,0.04210867395444273,0.02081488441939494,0.021312187931320725,-0.017857043448327392,0.00791418536455546,0.04843528409804665,0.0171255325027182,0.005213674264306967,0.01865579741054124,0.012949525930541439,0.031077093260760247,-0.003275199062051759
2016-03-27,-0.0023600941478699733,0.025634475455266204,-0.012250944556091548,-0.013735691214901147,-0.0023856097266592435,-0.002890558569332624,-0.013060253180544046,-0.029071732692620866,-0.01995969502169692,0.004897316082624089,-0.02918791088041961,-0.006775626417960701,-0.00695822477709418,0.005846529638523501,-0.0244795100333135,0.0075348526184166875,-0.01653445634931694,-0.0004384915073112339,-0.004333238526312844,-0.006367228386993662,-0.005262504610044627,0.01569387972420655,0.013460510147015992,-0.021273158605812248,-0.0031267637195958597,0.008298870035828854,-0.0031964974521606626,0.014756923695453006,-0.019180615085230057,0.015683318349064557
2016-04-03,0.04088169830157007,0.03296690519276191,0.010418517772522895,-0.03905517963796612,0.019923126304800753,0.04541690784989272,0.026108857507797678,-0.0062202272465367026,0.019029163394228332,0.004897316082624089,0.044575215236781984,0.03364990212150665,0.01715769795107036,0.030889105935183014,0.017879456204415112,0.00812500290879159,0.0065569464260573085,0.02742455287892054,0.04308563303819546,0.030253999949252153,0.018667222742609235,0.01187088338770681,0.025087378586569953,-0.0009732204090063812,0.007721009982905258,0.004372554496003378,0.01741930754631338,0.010343032087320125,0.053078987362492835,0.015588231573289812
2016-04-10,-0.012091826204969736,0.014919668019998333,-0.021471976706428975,0.00724634169157401,-0.03177492989575781,-0.011620293725128072,-0.02602892220934705,0.021960577991061214,-0.026748898468414217,0.004897316082624089,-0.05969226955364326,-0.009120992073341161,-0.00980307053506746,-0.02078430269619036,-0.025269588385714026,-0.0008243851817753001,-0.028436759686050084,0.0008539485750693743,-0.019721682764482162,0.007400421846779581,-0.005371802138419479,0.030912456822048462,-0.020694561856401283,-0.035233033568484395,-0.003950748440923024,0.002166801328132406,-0.018483969316498094,-0.032635408727118786,-0.061476064788281604,-0.014480149278332854
2016-04-17,0.0109516212515266,0.02345584923476296,0.04436951710787862,0.025414519337644492,0.06482817761920279,0.01950566618885685,0.007583843403962787,0.009343046562867663,0.022505788924599868,0.004897316082624089,0.05483113579753662,0.010402365318178619,0.02238688320387694,0.01586879599447233,-0.005374671803911157,0.00989929912348364,0.07152751296392301,-0.016428020397196486,0.0308134436292129,-0.0014068312460019383,0.012902467661671801,0.0140895886905128,0.022602033237493435,0.001346280763938612,-0.0027144070124042186,-0.0005193350017309584,0.00867834066693729,0.013128768602632679,0.0008602297402169334,0.014692904732187317
2016-04-24,-0.03796095053053827,0.01910980386117833,0.060991358949244345,-0.0006098242970661305,-0.0010903877538297468,0.002227831264302038,0.008960720538428335,0.04916166567009106,0.05254077827739567,0.004897316082624089,0.051917616745082995,0.0048144781498518086,-0.004013051678599888,-0.021223424931869683,0.005721525812799166,0.0284986381796295,0.03394208286095113,-0.033839766416829176,0.007964171651342333,-0.017843130553418463,-0.0007106225785713516,0.010687535187089425,-0.06954177987162413,-0.0011761892932597995,-0.016403540419008045,-0.010655125156764589,-0.04637370213721492,0.0534042502017229,-0.015962968126428834,-0.004923077116653296
2016-05-01,-0.11298254251068873,-0.02996511872985297,-0.007583723085222371,0.028614912037360662,-0.007660556781224348,-0.008891216989128647,-0.023446112681456466,0.001666567144712472,-0.004914786699254714,0.004897316082624089,-0.015831806253550185,-0.013047208182154102,0.000875879552943104,-0.017239011800176063,-0.042983431041132,-0.01094251327978002,-0.012036955848697684,0.005837308567964827,-0.004720145152878552,0.007888531237849383,-0.00758933647009441,-0.033486064415392036,-0.03688671255457254,-0.008245283256926639,-0.010253030537029306,0.019700967928321322,-0.008480626226334387,-0.018265849916226484,-0.010730912385562785,-0.026921036990401492
2016-05-08,-0.004858702177494734,-0.03228016715760984,-0.014060807791625218,-0.011424593095870517,-0.05609891464368677,-0.02044858825004847,-0.03492153603735415,-0.003131686638767839,0.022080305890206597,0.004897316082624089,-0.032052050508905694,0.013518553465823757,-0.004288197216968603,0.01899026968671924,0.0006434240219375109,0.005888778913829773,-0.025316584526855146,0.011607176910737094,-0.0031961860910488804,0.03233434473723995,0.009021022983323412,-0.02261118392326522,0.010426783739089673,-0.008652694950274875,0.025087247786419242,0.0043790586832233025,0.005004736403156684,0.0027339826066787865,0.0018920275199769687,0.02063708329759839
2016-05-15,-0.023727540945094105,0.001063606278711049,-0.006045435294367185,-0.00046768945217967595,-0.04484720160797517,0.028552225543192256,0.0,-0.01099573061453396,-0.04756497026657791,0.004897316082624089,-0.02209610038766674,-0.018938861769953963,-0.005097323102246865,0.002919242439216152,-0.004327713624663776,0.007273348013207004,-0.006493230057558641,0.0006621614007082943,-0.013653426294315874,-0.013401703413981059,-0.0033748148180495763,0.005223901213991855,0.013693289829149302,-0.019168322118479852,-0.010957999815003783,0.004103614197012551,0.020099358056082872,-0.023023395642663758,-0.010323396382534655,-0.04153161682880713
2016-05-22,0.05192217408497135,-0.014243434742639005,-0.00311928798892247,-0.03580061614041852,-0.0028545503123579286,0.06088770105082242,0.05427815656379864,0.0010414467357975354,-0.007361827857811809,0.004897316082624089,-0.00534300653287767,-0.009614711401820797,0.005385771593388267,-0.00318170831539899,0.00802401325551294,-0.0010193625781534932,0.03774500025797822,-0.030870809450783132,0.0011537838931270361,-0.04866867168939315,-0.013137149678108084,0.02282833996999556,-0.0020740623451520612,-0.014482678979892416,-0.014896166205242478,-0.017880134645974266,-0.006922767505238792,0.015038818056806402,-0.013163203574223292,0.0757623105120322
2016-05-29,0.05387523499041569,0.04368086062889942,0.025031212151635174,0.014365361311040159,0.02991290715101158,0.03394223789116069,0.03396492547453556,0.02234654964898164,0.005111562878788112,0.004897316082624089,0.03672202370325972,0.015851339121770502,0.009803710872977822,0.03796252853837867,0.04709787746369787,0.0037286753879097745,0.03023141357822845,0.018884655663585548,0.017911307554511202,0.005629905387221301,0.023513531033398705,0.024859574528816264,0.03358376015631426,-0.005134611188651328,0.017620600338996706,0.01404440716862787,0.02046660368562203,0.023369446706251518,-0.0028493016828080586,0.01273970567016769
