Date,UNH,GS,HD,MSFT,MCD,AMGN,CAT,MA,HON,CRM,TRV,JNJ,CVX,AXP,AAPL,MMM,PG,IBM,BA,JPM,WMT,NKE,DIS,MRK,DD,KO,T,CSCO,INTC,WBA
2016-01-31,-0.021081076992156556,-0.10359000472156543,-0.04907383095187701,-0.0070297287737334235,0.04774036461076925,-0.05913856658987082,-0.07270070692567221,-0.08372608703200801,-0.003572311158446473,-0.13188780313826964,-0.05156832196138483,0.016744258465779538,-0.03879501519676598,-0.2274028671095064,-0.07524237574654802,0.0023897679049063036,0.03767822577991864,-0.09322774725466199,-0.16916803488342036,-0.09284971297171685,0.08254470279716664,-0.007839890376841296,-0.08812324314307296,-0.04070413210479085,-0.18414933751557416,-0.0009312363430359349,0.06756532688325612,-0.11725401183278261,-0.09956436260022827,-0.0638799404815219
2016-02-29,0.034213264482574335,-0.07043997709141514,-0.013040582589992411,-0.06978900236098473,-0.046067477519778466,-0.061943756576560594,0.08772460767323098,-0.023699784229589294,-0.012338757839483572,-0.004554768876194437,0.004484374858735762,0.014673309790939948,-0.022801694512478488,0.03887878629217867,-0.00128764201447229,0.046380067633793765,-0.017137800608272857,0.06122791252797577,-0.007128804893282048,-0.05378147043561066,-0.00030126775286698493,-0.006773090201280585,-0.003130980196227484,-0.009078391195006197,0.15738119949326768,0.004893169824444765,0.024681128073261727,0.10046221743613093,-0.037703341419928704,-0.005137597675984207
2016-03-31,0.0867497453251338,0.04982277611645225,0.08091932946664504,0.08549531171213132,0.07244636406067118,0.053767620854253684,0.1305766660315697,0.08720655128434918,0.10557474781248799,0.08974172444361161,0.09150288694682551,0.028419330051990377,0.1433362776455014,0.10471399056506847,0.12721100621485792,0.0622171856193221,0.025158628088953083,0.15584245006070052,0.07412417868841992,0.05186486746877983,0.040051919508436784,0.0006248273747213595,0.03967767776004982,0.06299337537419714,0.0663395691326798,0.08397327837157742,0.06008122457202414,0.08747148067318333,0.09327447921541321,0.06713928671346414
2016-04-30,0.021567176328579185,0.045419744116870886,0.003447412499425484,-0.0970488607004526,0.006445235988706832,0.055825776764143686,0.025317239142651715,0.028420178097648297,0.01981253006991679,0.026682936094341247,-0.05834986192842062,0.0358595136265254,0.07106919555739011,0.07079422881683128,-0.13992125642924857,0.00450087520973752,-0.01863280504315501,-0.036381829390525144,0.061919072081132676,0.07510826120439584,-0.02365312788060292,-0.04115847062505251,0.03977435909963489,0.036476816699993586,0.03440807368127152,-0.03427476189130518,0.007401135610643594,-0.02559186021467097,-0.06398761446650014,-0.05887930842290656
2016-05-31,0.015112584698842912,-0.024229250161535987,-0.008110224034452052,0.0701963450658658,-0.035022590651144325,0.00435813938407259,-0.06703516313347435,-0.01123799514818502,0.0013374953849287774,0.10435350546508193,0.03858061984663541,0.012620760385855023,-0.001099497630916213,0.005043762911538963,0.07177282990283018,0.01231199608800937,0.011482378983533215,0.0747711029785254,-0.056535595951896944,0.0327532061446163,0.06622121332952768,-0.06311499798100018,-0.039124515908690594,0.025893499528464314,-0.02375962502828033,-0.004464072573470368,0.0085005812046004,0.05674800271507041,0.052274317072244836,-0.019221677385789282
2016-06-30,0.06114295385860169,-0.0683473966691085,-0.033529874065200915,-0.03452786396668728,-0.006844341789783659,-0.036720816738629036,0.045510449041056056,-0.08175194008524866,0.02187474596380934,-0.0513677633423949,0.04906420294398828,0.0764049203490833,0.0379212646321323,-0.07138307971439051,-0.04265958312495577,0.040399329760648195,0.04479305843099102,-0.012748728590804337,0.029488701589068134,-0.0479546699860387,0.031647141561154335,0.0025582499935004055,-0.014110092184283829,0.03235500685568349,-0.012974362228500125,0.024162084822297425,0.10370379171486732,-0.012392500027910036,0.03830326674607165,0.07583934878927345
2016-07-31,0.014164517008996791,0.06885186068459692,0.08262222427226629,0.10768002016710465,-0.02235340341350811,0.13066063519169568,0.10219325879251406,0.083869262920518,8.592796918849288e-05,0.03009695604369833,-0.023689576449211436,0.03239871666277505,-0.02241732852093925,0.0608952418367934,0.09006261773554947,0.018501569789059813,0.018787097770757377,0.058242043441109725,0.02918301455637695,0.037463468781888,-0.0006844660045407513,0.00543483371308584,-0.011991496258118794,0.018225977456318265,0.07966222915220622,-0.037502759221843096,0.01675739061420356,0.0738282888085986,0.06280492396744908,-0.04827652741018873
2016-08-31,-0.049930023596694184,0.07123410925611084,-0.024828090008316983,0.020079864587557505,-0.009274488568650985,-0.005704864356253947,-0.009787442338342833,0.014594377760140498,0.008428926141186732,-0.029095413129833103,0.021424980695494034,-0.04067612403286669,-0.008199027258448122,0.017375232264473572,0.023651957912681043,0.011195719062021992,0.020095546995982483,-0.0018932678697489713,-0.02347184783966716,0.055182197120622334,-0.014265681345015269,0.03855839797252103,-0.015528811208249116,0.07040549860808532,-0.0005587951839114425,-0.004584260531134365,-0.055671255076357506,0.02980669325049634,0.03735089162731686,0.023056198363844205
2016-09-30,0.03378489401600837,-0.0483297546341368,-0.040560833350616665,0.00243651388912558,-0.002593894904141192,-0.01911096428159953,0.08322167541101377,0.05319267373866143,-0.001028212025261599,-0.1018634666885948,-0.02959315320463274,-0.010138988145588224,0.023265202547946284,-0.02348288366599527,0.06550430900141735,-0.01679328775202149,0.02794671009118921,-0.00018879928673509738,0.01769023266436398,-0.0134815203178702,0.009518821542826572,-0.08151881222570778,-0.016938417499031133,0.0012367733852642893,-0.015587081242351086,-0.017596925827495058,-0.0066046904355220315,0.00890588583383689,0.05182499482458924,-0.0011149362079422298
2016-10-31,0.009500333333609445,0.10522727601635706,-0.05183398968695274,0.04027776997495369,-0.02418522784031063,-0.1537676729657702,-0.05151803513602604,0.05356469031783617,-0.05425501204867633,0.053694122146892065,-0.05560890611142877,-0.01811557114032958,0.017780733002726645,0.0423837520837429,0.004334271005105084,-0.06202103596933972,-0.025402375248603115,-0.0324833913607363,0.08114468521067897,0.047656996021774756,-0.02911838552680568,-0.04691365986981899,-0.001830822206552285,-0.059125219149502195,0.03820154696163147,0.0018902956620132638,-0.079402286988981,-0.0247935029843237,-0.07629138737261432,0.02617204687675745
