datadate,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,DOW,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MA,MCD,MMM,MRK,MSFT,NKE,PG,T,TRV,UNH,WBA,WMT
2016-02-07,0.2875187282582595,0.27726733391758024,0.3952272198050648,0.10628006034141216,0.3937937269099854,0.1290701002608966,0.5238853709577278,1.111690044014435,0.3102957421439736,0.4275206975226909,1.1316736665156015,0.048570856789960516,0.2393703364734703,0.11637412132757959,0.46427401799302626,0.2649713658725103,1.0419584246099474,0.16386654757344082,0.06738966831526932,0.08297366470882087,0.1310928457075564,0.3712417490578868,0.19906201422348993,0.173699270271121,0.32389578843548755,0.7866287364996929,0.750304972358616,0.351395278678843,0.4193941793265311,0.3911072550174388
2016-02-14,0.2876104993173908,0.2778804181274588,0.4051341687253589,0.12126254860618968,0.4123141919760607,0.1265397380406344,0.47756814580734325,1.0785072088015495,0.32162970778869887,0.4275206975226909,1.2117496653643753,0.04861678865246822,0.2362475112488937,0.12361385309886738,0.47026002961224983,0.26164035675527586,1.046670708318394,0.16131979306464458,0.0660315249369306,0.08119359711182844,0.13160260646838515,0.3738918533240557,0.19772179472178722,0.17600828219425715,0.3247356219405061,0.795472108640216,0.744250233368952,0.3519798966737986,0.40916505300149375,0.39595325001765486
2016-02-21,0.2814713747484544,0.2685646798110649,0.38995367071974774,0.11438651141968031,0.3979472093752969,0.1215302794699881,0.45561166593868985,1.0651661369701315,0.3085627603930103,0.4275206975226909,1.20531603430465,0.046471401561797215,0.22830580409624043,0.11243027336254062,0.46911345343416355,0.25576249159775527,1.0406969737326957,0.1588872807634642,0.06458596787528562,0.08216906296574211,0.12950806834050865,0.36576052610691245,0.1926852688817108,0.1674319217905916,0.3215593351383003,0.7950754749202111,0.7401189525842229,0.33445268563956626,0.40658040847434757,0.4052611519667244
2016-02-28,0.278944493146647,0.27314993044198554,0.3872159575545229,0.11148231766325647,0.3893181761228043,0.108317434972247,0.4580268735582058,1.0916671216932237,0.30759152098352643,0.4275206975226909,1.19020290360941,0.04478936207868765,0.23770128705623325,0.11441285185106968,0.4519546056407663,0.25253781885892845,1.0488569350858785,0.1619332024461604,0.06401069032655063,0.08330504096230958,0.12801881147325822,0.36200469132066454,0.19463841390741238,0.15863238468690077,0.32429516671962505,0.7830840322604933,0.7375941138191835,0.32439126387591,0.39636096877410004,0.39398866465446397
2016-03-06,0.2624260832039759,0.2761811873766069,0.36788505282843503,0.10880276414545621,0.35740947882114116,0.10627486020637575,0.4513615571146349,1.047220763275599,0.29769037230848805,0.4275206975226909,1.140193740546505,0.04503906384242675,0.22644811470553594,0.10962212503553503,0.4397077129642453,0.2508305209286146,1.005016287174712,0.15837221386368988,0.06224781956575279,0.08321973114053557,0.1265792296612268,0.35431436565180213,0.19190756550932644,0.14873990055803127,0.31501183400361227,0.7665676276781471,0.7246327679785204,0.3231395077673576,0.3805197896242561,0.3923957185709554
2016-03-13,0.2643507806653781,0.2788747992891822,0.3606461441199038,0.1056948620323388,0.3576058576556583,0.10434486508368357,0.4341884325438699,0.973589783409002,0.29933171191484487,0.4275206975226909,1.1616732900306213,0.04402230154176477,0.22697715174154628,0.10611076727940945,0.4240632005067643,0.24801272378514022,1.0170412545473786,0.15457976740204282,0.0632808326021228,0.08022779181446285,0.12516393187467617,0.3468551158486063,0.18814679919823354,0.1516612235050765,0.3217166730392855,0.7579747163147059,0.7039726996201042,0.31461544401330266,0.37135852211825504,0.39011740488563945
2016-03-20,0.25521630316126853,0.27707325773649283,0.35027800930038355,0.09833346263877564,0.34495437176801275,0.10287987179551623,0.4269851652196334,0.9425951654706051,0.29552971638044256,0.4275206975226909,1.1346953443357477,0.04305371036204875,0.22076109593560028,0.10269854395197994,0.4121250687911516,0.2485886543722661,0.9978708340747594,0.1532238045300951,0.06072382354995167,0.07859194144945163,0.12255209152526811,0.35316157250039915,0.18666948277155085,0.14465480724218122,0.3162999160668862,0.754043312184443,0.6910803177680429,0.3105933715756326,0.3601655621354199,0.39139934408018523
2016-03-27,0.25582010817489886,0.270148282854711,0.35673165994077305,0.10145607696971243,0.3457790734138919,0.10317811548791074,0.43263554115422803,0.9708183628341952,0.3015485277200155,0.4275206975226909,1.168810367760221,0.043347423394566174,0.22230793077956154,0.10210158046567577,0.4224669776692232,0.24672957570878595,1.0146474116483095,0.15329103744125352,0.06098809870412402,0.07909553163312481,0.1232003970076163,0.34770477036265035,0.1841901979976066,0.1477989668805352,0.317292049957312,0.7478371943886861,0.6932962785755148,0.30607661595819396,0.3672087609091114,0.38535567773777063
2016-04-03,0.25155748299890607,0.26637376578599814,0.35397562384190373,0.07670152494981272,0.3505640594277571,0.09869566467640636,0.4216273869178186,0.9571435761902356,0.2979962095300362,0.4275206975226909,1.1205040855050958,0.042435968444894404,0.21834916695300657,0.10183989368378547,0.4071984646476244,0.2507573608726279,1.0197973008499956,0.14429592133156657,0.05318403413487684,0.04822905670069759,0.11560648452885491,0.33591576816630003,0.1762832310069747,0.1479429502871407,0.3036309676376089,0.7531950514536838,0.7001960751145446,0.30956615006593563,0.34870008403283903,0.38638664366402714
2016-04-10,0.25463655029495375,0.2631781598175363,0.3634942960796692,0.07614971541779968,0.3620687844446196,0.09985601450827326,0.43685408922615443,0.9358076065961891,0.3061863148531496,0.4275206975226909,1.1916353669511872,0.04287649374918434,0.22051084707535618,0.10400147696451932,0.41833936726564974,0.2509642184572157,1.0598566337807096,0.14417277567649375,0.05436350733031925,0.0478747638490357,0.1162308969160359,0.3258431493954175,0.18000843710138892,0.15546802388414552,0.3048352731582869,0.7639549807601649,0.7189120601092643,0.32000982031004416,0.37102550734185213,0.3920637909409009
2016-04-17,0.25187808425170394,0.2571464115721709,0.3480513456186083,0.0742623778512028,0.3400254404882843,0.09685783709144723,0.4335659401674629,0.9271453948720652,0.29944704816046946,0.4275206975226909,1.1393834021345919,0.04243505736438791,0.21568242322331793,0.10237688231380808,0.42059994235894793,0.24850423156364349,0.9891081628333308,0.14658086759126382,0.05273845006734219,0.04794220364785262,0.11475029241094362,0.3219595648583651,0.17602981396329892,0.15525899124699036,0.30816883021591096,0.7643520467584811,0.7127268062151814,0.31586298764286774,0.3707066003488029,0.38638664366402714
2016-04-24,0.2618168769402884,0.252324620902333,0.33057716792640696,0.07430771161868159,0.34371570637713833,0.09664254116695004,0.4297154433631338,0.8837010758103215,0.28449922403527694,0.4275206975226909,1.0831487670547257,0.04223173444468533,0.21632979147670517,0.10459677161381119,0.4182071487551359,0.24161839246101516,0.9566378307722084,0.1517148180502304,0.05232173784002712,0.05014425449709409,0.1148319361622143,0.3185549871545403,0.19036154335190428,0.1554418640282,0.313308149805676,0.7725838392242277,0.7481858052429028,0.299849654936005,0.3767200590517408,0.3889865356788496
2016-05-01,0.29878441677460343,0.2601191085600235,0.3330917991119859,0.0738333261899008,0.34543786270248394,0.1085898245426183,0.45078178861575,0.8822308352261783,0.2859043625618893,0.4275206975226909,1.100573133303123,0.03961509317329937,0.2161404768784058,0.10653344128748699,0.4369905609845608,0.24429154384084795,0.9682930701661103,0.15092327170868866,0.05309701591373503,0.04975179017618237,0.11557501569268461,0.32959172084516075,0.19765231030201733,0.156734136056938,0.32163350509974814,0.7570679087667075,0.7545852106744617,0.30557803726871335,0.3808065783603243,0.3582024551952391
2016-05-08,0.3020713031541342,0.2683723197767804,0.3378421394496549,0.07468657039170515,0.36596824821751706,0.11085668283273356,0.4670935306840169,0.8850024223778804,0.279727918117687,0.4275206975226909,1.1462243515498365,0.0390866973100446,0.21707129805673606,0.10555699926332983,0.4400528224121332,0.2428614177193741,0.9948448683780581,0.14919158368378754,0.05328460798214631,0.04819347480001001,0.11454169060714994,0.33721660393933983,0.19561263573648746,0.158102173184938,0.3137620410153637,0.7537670227833697,0.7508276564338917,0.3045541899461618,0.38008744218061824,0.35095968027700564
2016-05-15,0.3094128505131609,0.2698520227542172,0.3398970121007055,0.07533100492278706,0.3831515725593985,0.10777934660639606,0.4670935306840169,0.8948416393032648,0.29535016758668114,0.4275206975226909,1.1721239747887957,0.03984124408452679,0.218183500820631,0.10524973207078155,0.4419654558763117,0.24178269490926693,1.0013471224197448,0.14909289024364392,0.054022188545657567,0.04883794199020779,0.1149295753721575,0.3356685098664261,0.1929702567494441,0.16119193821664501,0.31723841473091,0.7506864934437698,0.7360336793567351,0.31173128093404034,0.3787924188421876,0.36884813949654505
2016-05-22,0.294140424579409,0.27375120300043276,0.3409605196479543,0.07812805063504692,0.38424832816998783,0.10159354110504155,0.4430458122648183,0.9033605245356338,0.297540577729136,0.4275206975226909,1.178420414495447,0.040228022942533574,0.2181449593083857,0.10558567349063396,0.4384473228942117,0.24375748254524462,0.9649258997337172,0.15384215182137093,0.053959944482181894,0.05133642351989613,0.11723499258615569,0.32817672494289674,0.19472383869540902,0.1635607290934123,0.3220354464957738,0.7642957281767002,0.7411646675585248,0.3071126870359799,0.38561087859601617,0.3428714311323452
2016-05-29,0.279103649511224,0.26229396240018493,0.33263425543188707,0.07702160942887036,0.3730882530466516,0.09839388908393083,0.42869732230991386,0.8836144554343354,0.29602750868295136,0.4275206975226909,1.1413385460019527,0.03983860561527134,0.2160270470820907,0.10172396245417333,0.41872622062909354,0.24285196209000842,0.9366107885081518,0.15099067826148396,0.053010453794133626,0.051049022852725924,0.11454169060714994,0.32021634758503964,0.18839680265217132,0.164404875942266,0.3164592463292622,0.753710457768508,0.7262998305580954,0.3000995167200836,0.38671262396343337,0.3385582781470761
2016-06-05,0.2860299349310797,0.25825714973682384,0.3327866302625934,0.07813418409796379,0.35777492922757265,0.09984804468274847,0.42560681638183,0.8955528188298321,0.30064403894494374,0.4275206975226909,1.1696392255649228,0.04050389278965723,0.21516135807034958,0.10169069541170679,0.4180640982055814,0.2392544687512753,0.9480576097167138,0.1501190624455873,0.053645276473122,0.051848307100111006,0.11488862172848052,0.31931178163140955,0.19032478692337523,0.17224257991281824,0.3124684907068246,0.7494815289057416,0.7235117314004829,0.29387120169900033,0.393842894755428,0.3379850173402799
