time,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,DOW,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MA,MCD,MMM,MRK,MSFT,NKE,PG,T,TRV,UNH,WBA,WMT
2016-01-31 00:00:00+00:00,,0.014319079996516186,2.0949243156537035e-08,7.281853143544709e-05,0.001332538245894428,0.014694158357620812,0.03225649696603027,0.013896174971089506,1.4963829457572045e-08,0.06744495651135446,0.005263475723330611,0.02718137593675548,5.830683742062302e-10,2.8049184819519043e-11,0.005240933358400612,0.006493479461749264,0.009502874925701567,1.4874307773724137e-07,1.8028792347216122e-09,4.702801878878661e-10,0.05769208737730289,5.326551583531207e-05,1.2596311868882225e-05,1.0978166486691295e-07,1.2752255196357982e-10,0.004405974701281587,0.013977591424176107,7.569959014008268e-09,0.0103554048031505,0.06266958492645855
2016-02-29 00:00:00+00:00,,9.95574431286581e-07,0.005957341632217329,0.00030946651905269177,0.019319580901156305,0.008474331203393587,0.0036984004327042163,0.06829779399981857,3.961899855994592e-05,0.06227728648196086,0.028875369311791133,9.260604079476998e-07,9.351266835861452e-06,0.00659199964402583,0.005479618768134974,0.0003419675215262449,0.0022461173367237758,0.00033944170358406433,0.00524427581550203,0.0038843203427078605,0.01138482600636894,2.7414001732195417e-08,0.0002847513773283285,3.3055812134309975e-11,0.047619110394144064,0.006631574005372749,0.03300555729253751,2.5105198000481805e-11,0.005803798678830718,1.1120110551875865e-05
2016-03-31 00:00:00+00:00,,4.5303382680303227e-07,0.00662251776913422,0.0002529606391446156,0.04966668876704048,0.008796988263944315,0.00847467229911958,0.012051866994384604,0.013285599126414225,0.06391516949615043,0.0006728138985837241,0.0004891445593859013,0.08603701656856103,0.01308614865324015,0.024383576821870107,0.024274968522446518,0.012644582120945857,9.85355304200561e-08,9.506978246209503e-05,0.03605353105513354,0.04192814553980153,0.0470084646270015,1.8298244055133033e-07,2.3249402401389886e-12,0.0012598103006789853,0.008668054516559961,1.9198486974756447e-07,0.0057823011562527175,0.002847637061902964,0.05540036457315463
2016-04-30 00:00:00+00:00,,0.010198184746050245,0.005778836548550503,0.025842379907943386,0.04105132440991114,0.01928476270024215,0.0059219623971873935,0.05273298168319649,0.02292748357393308,0.07245801506427346,0.041642449483160114,1.4819259834907542e-08,0.06886570522696832,0.004474507051434293,0.04395177393677982,5.631617446112019e-09,0.05011008287674076,3.507494902019323e-10,1.4555424411349372e-06,4.574098739749277e-06,0.045080096104607795,0.052524794408130786,0.05322451810908764,1.5803487858408801e-13,4.35021207198715e-09,0.007556669594030585,0.006881377079739184,1.53583514781197e-06,0.005185261180675361,1.400789037148186e-05
2016-05-31 00:00:00+00:00,,0.0022768230440874835,5.585546911034157e-10,0.00037217300629984173,0.06159107459596881,0.009641868084035003,0.012143771979032589,0.1672606702255653,0.0002429004440634077,0.06834028727882262,0.045070721530183,8.601752310477383e-10,0.03919404728891094,0.01497549479730831,0.012938831113086328,0.008428245501076365,0.012955302057752775,7.193643020040328e-07,1.7386435176949128e-09,0.004772376302990295,0.051405567325337645,3.20522933418143e-05,0.02693721512068395,,0.014377504234880992,0.020598414913874416,0.006494147603101059,0.027205972333692586,5.029883057989075e-08,3.1045240740529073e-07
2016-06-30 00:00:00+00:00,,0.01426824078109039,0.005043766179590976,0.10716075523860481,0.07966797355051705,0.01985084504500675,2.1791821066156764e-05,0.1307072826067545,1.7993783408785064e-05,0.07955126892482361,0.010317991512856027,0.00025244450599306716,0.013977390618279802,0.006633123320011757,0.007692367130082242,0.0005722673828904317,0.0080001256133256,0.00021229531176342127,4.3535227210951196e-11,6.772874298460246e-05,0.07575813376564616,0.004014035889976552,0.020317945547367815,1.293583651607956e-11,0.00018199013919070737,3.549921319259604e-08,8.834909785227395e-06,0.05154805899365937,0.028039159290625962,1.5613281526615332e-07
2016-07-31 00:00:00+00:00,,0.017508432625996533,6.389817424451373e-05,0.02272820600105457,0.049504833286668735,0.01202388585734483,0.0020173737908884704,0.01666256807244916,0.007906793872543396,0.05494244001428281,0.017474775106411503,3.9201888969262043e-10,0.06682304708931233,0.03188919183026269,0.022228428751368105,0.015480246394170779,0.015366309931592291,1.1707534152895803e-08,0.013750638411314018,2.4267989175447546e-05,0.04827158512403014,0.018182126834644013,0.028597052161515066,1.917704205830818e-11,0.025643289463370085,0.010204338069552336,3.4615677074832595e-05,2.1217870337292687e-09,7.105122857363674e-10,0.0002124208552849169
2016-08-31 00:00:00+00:00,,0.01285068110425324,0.01318606486491031,0.003586488582295001,0.002649459783247361,0.008530703867932147,0.008334197863090888,0.10568747772048158,0.01713066734288108,0.010039336137708329,0.020632169535520786,3.1179584697614084e-10,0.07145050590033293,0.024194775017221896,0.017509147424451584,3.163502851535598e-12,1.2833327394593433e-08,0.014537485966740926,1.8315066530626657e-10,1.361534194615312e-06,0.026936367442615912,0.00046457155679494586,0.022222260851896714,0.03286538135577394,7.80055462233702e-06,0.03387417161922396,4.410477673133945e-08,3.798220208220112e-09,0.0002138154584723773,0.00038794242428602326
2016-09-30 00:00:00+00:00,2.053370878204001e-12,4.9816993509468026e-05,0.007888595843867155,0.056708458663574386,0.05890089437280169,0.014686811381499947,0.02325582213498105,0.0010888651273181199,0.000920709584796812,0.054736610876247906,0.042756944074134696,3.92623209242677e-09,0.00023109168573731462,0.015633342136511876,0.025641021659254526,0.02843459682812701,1.704855093400018e-07,8.191982980471603e-11,1.2064422729774992e-11,5.99119051912578e-09,0.023699830781513886,2.7319744970204988e-05,1.2200325016054405e-07,7.747854300642951e-13,1.044511958765695e-08,0.011492797304821733,0.007034321266328472,5.870836278788954e-07,8.982588250468557e-09,9.839550666353989e-07
2016-10-31 00:00:00+00:00,1.6382606909503884e-11,0.0202953294730556,0.00024563995873281007,0.0740565531140452,0.01040278826662439,0.009902522485112931,1.1561549401988332e-05,0.23419094261516413,0.007975387156615773,0.060517046859121126,0.02735119161210641,0.06521891290557635,0.05283601071805333,0.00785478484668442,0.017834859522112924,0.010782662099349995,0.005403556705507743,8.270435085268924e-07,1.2410906821763523e-12,0.001180058859864699,0.0419009575232599,0.024114976837259695,4.1850860281854414e-05,9.382478569231218e-06,0.02456964602956521,0.0006596502941737528,0.0006005350978436881,2.1123095062407946e-10,0.004370006180622751,0.00028092442791683315
